nan,7.086872658210843667e+01,2.999555472934061129e+01,4.623402810846385336e+01,3.161449977346472906e+01,7.086889356802819862e+01,4.847185134266902651e+01,7.217719018807781595e+01,7.085905174130638784e+01,4.564223132895389057e+01,5.271381178175478510e+01,nan,5.157705257427915768e+01,1.300000000000000000e+02,7.460209266278725693e+01
nan,1.409650316317171459e+01,1.244255233840627284e+01,1.414202315609919403e+01,1.414337178320658772e+01,1.409656833348013016e+01,1.381830676248575784e+01,1.510528825972637357e+01,1.408984494477637561e+01,1.488196379686805138e+01,1.449150445441865109e+01,nan,1.492614601644232053e+01,1.300000000000000000e+02,1.258399522711071761e+01
nan,9.429193824031243398e-01,9.646992261987825668e-01,9.610511477568683958e-01,8.893504701591424810e-01,9.429311171165690730e-01,9.610158487687656681e-01,5.937944854613058654e-01,9.429134103577119230e-01,9.677073015716490811e-01,9.247124718710491020e-01,nan,9.704084759966860041e-01,1.300000000000000000e+02,9.700119932487266672e-01
nan,6.090479270716302462e-01,4.789738412934377645e-03,5.090941540081038719e-01,6.771195169744098630e-01,6.090439739590208790e-01,5.131180308365989040e-01,8.893436695524165048e-01,6.091271329963339198e-01,5.046774109755840509e-01,6.256741710353178609e-01,nan,5.080718473847385397e-01,1.300000000000000000e+02,4.160684584475875525e-01
nan,1.771718400424137485e+01,7.494167134867153912e+00,1.155846404055112409e+01,7.903937441438188216e+00,1.771721503604374703e+01,1.203461314623551637e+01,1.803243712886553496e+01,1.772214076333787602e+01,1.141039125877616556e+01,1.319025526275356341e+01,nan,1.289405059173397916e+01,1.300000000000000000e+02,1.864627119388258336e+01
nan,2.506057465353510594e+01,2.211333667167663464e+01,2.513841310333266321e+01,2.512735082349764681e+01,2.506048655093714217e+01,2.454904806972130160e+01,5.540414652801159967e+00,2.506783965090889765e+01,2.645678747747058779e+01,2.576484200861277074e+01,nan,2.653570801696098869e+01,1.300000000000000000e+02,2.236808885133787328e+01
nan,1.307594435611842743e+00,1.341180419461906359e+00,1.332690491652015030e+00,1.233403142870014513e+00,1.307583049532367925e+00,1.323972062722512666e+00,8.232986474536310162e-01,1.307576079157944271e+00,1.341941079867630782e+00,1.285086976325785724e+00,nan,1.345681946996765577e+00,1.300000000000000000e+02,1.342226507531916635e+00
nan,9.945626894176150534e-01,1.040869891193977465e-02,8.314955690213884365e-01,1.105728324641604532e+00,9.945755329897025820e-01,8.376749992175732684e-01,1.452066435920781551e+00,9.943241976399642690e-01,8.241358156608081798e-01,1.023470372268313167e+00,nan,8.296346493596128413e-01,1.300000000000000000e+02,6.795354748492903330e-01
nan,8.858591057857837825e+01,3.748972185981594407e+01,5.779249214838206683e+01,3.951843715470615592e+01,8.858610860080601412e+01,6.050646448568238611e+01,9.020962726632807005e+01,8.858119245805792730e+01,5.705262254819058398e+01,6.590406695172549689e+01,nan,6.447110312041878899e+01,2.647211680705371464e+02,9.324836379695963728e+01
nan,2.067579287659585818e-01,3.205546836034218749e-01,4.761465409459796350e-01,4.263187964456010004e-01,2.067556019127820832e-01,5.705410410596015724e-01,1.158343015762319794e+00,2.067473000641811554e-01,2.469740047114780401e-01,3.455927042687046411e-05,nan,2.264445461810138671e-01,1.300000000000000000e+02,3.782901104839585527e-01
nan,9.511020640524228131e-01,7.274949053452803025e-06,8.848813738844361204e-03,8.362300654442465878e-06,9.511231762073681928e-01,1.195056553390260595e-02,3.638681466014364041e-01,9.507484191327795209e-01,1.781937840169327270e-02,1.066548395552428419e+00,nan,6.517356891818694431e-02,1.300000000000000000e+02,1.026598723510618427e+00
nan,3.915707781659785525e+01,3.455588900993073054e+01,3.928043625627919511e+01,3.927072260669578441e+01,3.915705488436177717e+01,3.836735479823637718e+01,2.064570291226309706e+01,3.915768459387319922e+01,4.133875127201930866e+01,4.025634628127784964e+01,nan,4.146185403048468743e+01,3.420526275297413576e+02,3.495208407485260693e+01
nan,2.043755889249008639e+00,1.985324962057266829e+00,1.817595098462904124e+00,1.696434816583556326e+00,2.043758564736154693e+00,1.714446870431676651e+00,2.587501171526169763e-01,2.043742189451474456e+00,2.062674376727801739e+00,2.209764888926407878e+00,nan,2.089645876812437297e+00,1.300000000000000000e+02,1.933948390296684972e+00
nan,6.525085524368224865e-01,1.519116237582069859e-02,1.331740909290648034e+00,1.782839479315360132e+00,6.524963307413552682e-01,1.338842464520269671e+00,1.977541958871761762e+00,6.527029115035187790e-01,1.310993848234699222e+00,5.825961477512026088e-01,nan,1.272532927826164562e+00,1.300000000000000000e+02,6.900520978625937496e-02
